电影天堂电影之1,#genre#
科幻片-太阳,https://vip.dytt-film.com/20250226/9389_2747e3c6/index.m3u8
剧情片-太平镇之无边恶魇,https://vip.dytt-film.com/20250226/9388_d58cc999/index.m3u8
喜剧片-然后，她找到了我,https://vip.dytt-film.com/20250226/9387_6f5216f8/index.m3u8
爱情片-他和她的故事2016,https://vip.dytt-film.com/20250226/9386_859bf141/index.m3u8
剧情片-隧道尽头,https://vip.dytt-film.com/20250226/9384_bee8b2cc/index.m3u8
动作片-速度与激战,https://vip.dytt-film.com/20250226/9383_8e7991af/index.m3u8
剧情片-四圣兽之幽魂还愿师,https://vip.dytt-film.com/20250226/9382_d9a5cf48/index.m3u8
喜剧片-死神的假期,https://vip.dytt-film.com/20250226/9381_49f85a9e/index.m3u8
剧情片-撕裂记忆体,https://vip.dytt-film.com/20250226/9380_96a0cc2f/index.m3u8
喜剧片-顺德人家之合家欢,https://vip.dytt-film.com/20250226/9379_c9a8a899/index.m3u8
爱情片-睡在我上铺的兄弟,https://vip.dytt-film.com/20250226/9378_4513c30b/index.m3u8
剧情片-睡美人的诅咒,https://vip.dytt-film.com/20250226/9377_6ae94857/index.m3u8
恐怖片-谁知道,https://vip.dytt-film.com/20250226/9376_15d496c7/index.m3u8
喜剧片-谁是球王,https://vip.dytt-film.com/20250226/9375_ef4c8881/index.m3u8
爱情片-谁的青春不迷茫,https://vip.dytt-film.com/20250226/9374_6a80e309/index.m3u8
剧情片-双截龙,https://vip.dytt-film.com/20250226/9373_357cfba1/index.m3u8
剧情片-摔跤吧！爸爸,https://vip.dytt-film.com/20250226/9371_9c7aa2e1/index.m3u8
剧情片-熟悉的陌生人,https://vip.dytt-film.com/20250226/9370_f2617d00/index.m3u8
爱情片-弑神之英雄觉醒,https://vip.dytt-film.com/20250226/9369_40262352/index.m3u8
动作片-使徒行者2：谍影行动（粤语）,https://vip.dytt-film.com/20250226/9368_ec6826e9/index.m3u8#
恐怖片-食人岛,https://vip.dytt-film.com/20250226/9366_d57edf2d/index.m3u8
喜剧片-时空转校生,https://vip.dytt-film.com/20250226/9365_9e1bf344/index.m3u8
爱情片-时间脱离者,https://vip.dytt-film.com/20250226/9364_4e668929/index.m3u8
剧情片-诗无尽头,https://vip.dytt-film.com/20250226/9362_7296d81c/index.m3u8
电影天堂电影之23,#genre#
喜剧片-失眠男女,https://vip.dytt-film.com/20250226/9361_0bc10d8a/index.m3u8
喜剧片-孕期日记,https://vip.dytt-film.com/20250226/9360_8c5b18cb/index.m3u8
剧情片-圣山,https://vip.dytt-film.com/20250226/9359_e234e195/index.m3u8
喜剧片-生存家族,https://vip.dytt-film.com/20250226/9358_cf34645d/index.m3u8
剧情片-神月大陆,https://vip.dytt-film.com/20250226/9357_c535e3a7/index.m3u8
剧情片-神奇动物在哪里,https://vip.dytt-film.com/20250226/9355_3f8b2a81/index.m3u8
剧情片-神奇动物：格林德沃之罪,https://vip.dytt-film.com/20250226/9353_a9883e7b/index.m3u8
剧情片-神奇动物：邓布利多之谜,https://vip.dytt-film.com/20250226/9351_0dc11dc1/index.m3u8
喜剧片-神画奇踪,https://vip.dytt-film.com/20250226/9350_52ff52aa/index.m3u8
剧情片-深夜酒吧,https://vip.dytt-film.com/20250226/9349_3e9928ec/index.m3u8
恐怖片-深宫怨灵,https://vip.dytt-film.com/20250226/9348_d04e5fdc/index.m3u8
剧情片-深宫遗梦,https://vip.dytt-film.com/20250226/9347_71ee911d/index.m3u8
喜剧片-少年师爷之大禹宝藏,https://vip.dytt-film.com/20250226/9346_1354b84e/index.m3u8
剧情片-少年梦,https://vip.dytt-film.com/20250226/9345_76444b31/index.m3u8
剧情片-少年歌德之烦恼,https://vip.dytt-film.com/20250226/9343_e3958a8c/index.m3u8
剧情片-少年不哭,https://vip.dytt-film.com/20250226/9342_dcf32197/index.m3u8
喜剧片-闪婚之七天嫁给你,https://vip.dytt-film.com/20250226/9341_8f187f64/index.m3u8
剧情片-鲨鱼湖泊,https://vip.dytt-film.com/20250226/9340_e0be0edc/index.m3u8
剧情片-鲨海逃生（国语）,https://vip.dytt-film.com/20250226/9338_7b3403f7/index.m3u8
剧情片-鲨海,https://vip.dytt-film.com/20250226/9336_a8d3b1e3/index.m3u8
喜剧片-沙丘魔蚁,https://vip.dytt-film.com/20250226/9335_47d40767/index.m3u8
剧情片-沙漠女王,https://vip.dytt-film.com/20250226/9334_04255181/index.m3u8
喜剧片-三个老枪手,https://vip.dytt-film.com/20250226/9333_d4254a0e/index.m3u8
剧情片-三伏天,https://vip.dytt-film.com/20250226/9332_6fc3f254/index.m3u8
剧情片-赛马皮特,https://vip.dytt-film.com/20250226/9331_bd9d0310/index.m3u8
剧情片-赛狗奇缘,https://vip.dytt-film.com/20250226/9330_0f20c77d/index.m3u8
剧情片-萨利机长,https://vip.dytt-film.com/20250226/9328_fdb55ce8/index.m3u8
剧情片-如影随形2016,https://vip.dytt-film.com/20250226/9327_7392ea4c/index.m3u8
剧情片-人熊森林,https://vip.dytt-film.com/20250226/9326_45ececbb/index.m3u8
科幻片-人类削减计划,https://vip.dytt-film.com/20250226/9325_a7968b43/index.m3u8
剧情片-群侠夺宝战,https://vip.dytt-film.com/20250226/9324_b49b0133/index.m3u8
喜剧片-雀圣之脱线女神,https://vip.dytt-film.com/20250226/9323_f42fff7b/index.m3u8
动作片-布希维克,https://vip.dytt-film.com/20250226/9322_28d6abf2/index.m3u8
喜剧片-情圣,https://vip.dytt-film.com/20250226/9321_7b780be8/index.m3u8
动画片-勇猛宇宙海贼：亚空间之深渊,https://vip.dytt-hot.com/20250209/48525_ef5d2bfe/index.m3u8
动画片-意外的幸运签,https://vip.dytt-hot.com/20250209/49089_48e52fa3/index.m3u8
动画片-新妹魔王的契约者 DEPARTURES,https://vip.dytt-hot.com/20250210/54260_2b469a88/index.m3u8
动画片-勿忘蛛,https://vip.dytt-hot.com/20250209/48852_52e0b0a8/index.m3u8
动画片-通灵男孩诺曼,https://vip.dytt-hot.com/20250208/45679_c9e8bebd/index.m3u8
动画片-天降美食2,https://vip.dytt-hot.com/20250209/48746_31797a3f/index.m3u8
动画片-十字路口,https://vip.dytt-hot.com/20250209/48576_b2a78932/index.m3u8
喜剧片-精灵宝可梦：光轮的超魔神 胡帕,https://vip.dytt-hot.com/20250209/49091_a46bf2e4/index.m3u8
动画片-少女与战车 最终章 第3话,https://vip.dytt-hot.com/20250121/14259_67a5de9f/index.m3u8
动画片-千与千寻,https://vip.dytt-hot.com/20250208/45736_16e74256/index.m3u8
动画片-魔女宅急便,https://vip.dytt-hot.com/20250209/48661_a830839b/index.m3u8
动画片-魔法少女伊莉雅：无名少女,https://vip.dytt-hot.com/20250208/45684_3ecf7005/index.m3u8
动画片-乐高星球大战：圣诞特别篇,https://vip.dytt-hot.com/20250208/46672_072ae41a/index.m3u8
动画片-蜡笔小新：超级美味！B级美食大逃亡！,https://vip.dytt-hot.com/20250209/48772_271a299f/index.m3u8
动作片-康斯坦丁：恶魔之城 电影版,https://vip.dytt-hot.com/20250209/48945_e562c0de/index.m3u8
动画片-精灵旅社4：变身大冒险,https://vip.dytt-hot.com/20250208/45696_12193fad/index.m3u8
动画片-精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,https://vip.dytt-hot.com/20250209/49087_9338c9d9/index.m3u8
动画片-假面骑士EX-AID Trilogy Another,https://vip.dytt-hot.com/20250209/48918_1292e5b9/index.m3u8
动画片-花与爱丽丝杀人事件,https://vip.dytt-hot.com/20250209/47657_2c1f2f79/index.m3u8
动画片-虫师 蚀日之翳,https://vip.dytt-hot.com/20250209/47722_5ce16961/index.m3u8
动画片-奥特曼传奇,https://vip.dytt-hot.com/20250209/47515_9b6edcff/index.m3u8
剧情片-情殇,https://vip.dytt-film.com/20250226/9320_827d7377/index.m3u8
爱情片-情人石,https://vip.dytt-film.com/20250226/9319_29000b02/index.m3u8
爱情片-情人,https://vip.dytt-film.com/20250226/9317_1319c26b/index.m3u8
剧情片-情迷翡冷翠,https://vip.dytt-film.com/20250226/9316_95cc848b/index.m3u8
喜剧片-情况不妙,https://vip.dytt-film.com/20250226/9315_eb7cdec4/index.m3u8
剧情片-清风碑,https://vip.dytt-film.com/20250226/9314_9afe487d/index.m3u8
剧情片-亲爱的朋友,https://vip.dytt-film.com/20250226/9313_b4e267d8/index.m3u8
剧情片-切入点,https://vip.dytt-film.com/20250226/9311_37f76c6f/index.m3u8
喜剧片-起跑线,https://vip.dytt-film.com/20250226/9309_59b5a32e/index.m3u8
剧情片-期限人生,https://vip.dytt-film.com/20250226/9308_52dfa8e7/index.m3u8
爱情片-凄灵室,https://vip.dytt-film.com/20250226/9307_ff2d5fc3/index.m3u8
剧情片-七仙女之勤奇梳化,https://vip.dytt-film.com/20250226/9306_3b922393/index.m3u8
喜剧片-七天爱上你,https://vip.dytt-film.com/20250226/9305_e561611f/index.m3u8
记录片-破浪,https://vip.dytt-film.com/20250226/9304_05425f51/index.m3u8
剧情片-破冰船,https://vip.dytt-film.com/20250226/9303_beda847e/index.m3u8
剧情片-乒乓小将,https://vip.dytt-film.com/20250226/9302_a88aeeec/index.m3u8
喜剧片-胖女不愁嫁,https://vip.dytt-film.com/20250226/9301_42ba513c/index.m3u8
喜剧片-潘银莲监控事件,https://vip.dytt-film.com/20250226/9300_fa28c6cd/index.m3u8
剧情片-负担,https://vip.dytt-film.com/20250226/9299_096b826c/index.m3u8
战争片-潘菲洛夫28勇士,https://vip.dytt-film.com/20250226/9298_0f1436a9/index.m3u8
剧情片-深林抢案,https://vip.dytt-film.com/20250226/9297_af922fd5/index.m3u8
剧情片-女兄弟,https://vip.dytt-film.com/20250226/9296_d062f3e2/index.m3u8
爱情片-女同学男同学,https://vip.dytt-film.com/20250226/9295_0fe9736d/index.m3u8
剧情片-女神.Angela,https://vip.dytt-film.com/20250226/9294_c87579e7/index.m3u8
剧情片-南粤刑侦档案,https://vip.dytt-film.com/20250226/9292_5f7039b1/index.m3u8
爱情片-男狐聊斋2兰若寺,https://vip.dytt-film.com/20250226/9291_14c4f361/index.m3u8
剧情片-那般良夜,https://vip.dytt-film.com/20250226/9289_216f44e2/index.m3u8
爱情片-木乃伊之阿拉善传奇,https://vip.dytt-film.com/20250226/9288_52aa16fc/index.m3u8
爱情片-牡丹仙子之皇帝诏曰,https://vip.dytt-film.com/20250226/9287_903cc7be/index.m3u8
爱情片-谋杀似水年华,https://vip.dytt-film.com/20250226/9286_46e2516e/index.m3u8
动作片-魔卡行动,https://vip.dytt-film.com/20250226/9283_1147dc16/index.m3u8
喜剧片-魔法老师2015,https://vip.dytt-film.com/20250226/9281_85554f20/index.m3u8
剧情片-命中注定遇见你,https://vip.dytt-film.com/20250226/9280_f3ada80d/index.m3u8
爱情片-命中注定2015,https://vip.dytt-film.com/20250226/9279_fc1c3796/index.m3u8
恐怖片-命中注定,https://vip.dytt-film.com/20250226/9278_a5547298/index.m3u8
喜剧片-命运速递,https://vip.dytt-film.com/20250226/9277_90b9ec1e/index.m3u8
剧情片-命运交织,https://vip.dytt-film.com/20250226/9276_f8895f0d/index.m3u8
剧情片-棉花白了,https://vip.dytt-film.com/20250226/9275_1d936dad/index.m3u8
喜剧片-米酒女孩,https://vip.dytt-film.com/20250226/9274_b0cf188d/index.m3u8
喜剧片-猛龙特囧,https://vip.dytt-film.com/20250226/9272_54baf7f8/index.m3u8
动作片-猛虎之家,https://vip.dytt-film.com/20250226/9271_146f7dd4/index.m3u8
剧情片-猫头鹰的哭泣,https://vip.dytt-film.com/20250226/9270_25047349/index.m3u8
动画片-I s Pure,https://vip.dytt-hot.com/20250209/47677_51fc3e81/index.m3u8
动画片-亚特兰蒂斯2：神秘的水晶,https://vip.dytt-hot.com/20250209/49415_8122bf18/index.m3u8
动画片-新世纪奥特曼传说,https://vip.dytt-hot.com/20250209/50769_d9788dca/index.m3u8
动画片-泰迦奥特曼剧场版：新生代之巅,https://vip.dytt-hot.com/20250209/50801_9197a649/index.m3u8
动画片-死神剧场版：地狱篇,https://vip.dytt-hot.com/20250208/47301_cc5a4676/index.m3u8
动画片-强袭魔女 501部队出发！剧场版,https://vip.dytt-hot.com/20250209/50875_841115cc/index.m3u8
动画片-零度战姬Vibration SP,https://vip.dytt-hot.com/20250118/6247_2e3ae207/index.m3u8
动画片-零度战姬 SP,https://vip.dytt-hot.com/20250209/51650_f60c1886/index.m3u8
动画片-蜡笔小新：呼风唤雨的热带雨林,https://vip.dytt-hot.com/20250209/49096_cf4aa1d3/index.m3u8
动画片-孔雀王 鬼还祭,https://vip.dytt-hot.com/20250209/50869_f4e25c27/index.m3u8
动画片-剑风传奇 黄金时代篇3：降临,https://vip.dytt-hot.com/20250209/48920_2f1cd5f3/index.m3u8
动画片-火影忍者剧场版：终章,https://vip.dytt-hot.com/20250209/49831_f6e3c578/index.m3u8
动画片-火影忍者疾风传剧场版：羁绊,https://vip.dytt-hot.com/20250209/49829_87188e61/index.m3u8
动画片-花木兰2,https://vip.dytt-hot.com/20250209/50832_350beead/index.m3u8
动作片-复活的鲁路修,https://vip.dytt-hot.com/20250209/49830_636b408c/index.m3u8
动画片-穿越时空的少女,https://vip.dytt-hot.com/20250209/51080_bc294f4e/index.m3u8
动画片-剧场版 超时空要塞F 虚空歌姬,https://vip.dytt-hot.com/20250209/51378_542fc94a/index.m3u8
动画片-剧场版 超时空要塞DELTA：激情的女武神,https://vip.dytt-hot.com/20250209/49394_d9b85b7a/index.m3u8
剧情片-慢性,https://vip.dytt-film.com/20250226/9269_f8c84522/index.m3u8
剧情片-麦克白,https://vip.dytt-film.com/20250226/9268_9cac2ca5/index.m3u8
恐怖片-丧家之女,https://vip.dytt-film.com/20250226/9267_46c67bed/index.m3u8
剧情片-妈妈别哭,https://vip.dytt-film.com/20250226/9266_adbe673f/index.m3u8
喜剧片-洛洛,https://vip.dytt-film.com/20250226/9265_2dd75869/index.m3u8
爱情片-论文商店,https://vip.dytt-film.com/20250226/9264_7eea1f26/index.m3u8
剧情片-伦敦河,https://vip.dytt-film.com/20250226/9263_40826945/index.m3u8
爱情片-临时演员,https://vip.dytt-film.com/20250226/9262_0801b20e/index.m3u8
剧情片-邻家秘事,https://vip.dytt-film.com/20250226/9261_43f8e83d/index.m3u8
动作片-猎狼行动1,https://vip.dytt-film.com/20250226/9260_f3a4ff48/index.m3u8
剧情片-烈火男儿之队长的故事,https://vip.dytt-film.com/20250226/9259_eb6dc8ab/index.m3u8
剧情片-里基·莱普与塞尔维亚的守财奴,https://vip.dytt-film.com/20250226/9258_1868f17c/index.m3u8
剧情片-离婚了，就别再来找我,https://vip.dytt-film.com/20250226/9256_e82a0d32/index.m3u8
科幻片-乐高DC超级英雄：正义联盟之末日军团的进攻,https://vip.dytt-film.com/20250226/9255_0eac690d/index.m3u8
喜剧片-老爸当家2,https://vip.dytt-film.com/20250226/9254_09d90af0/index.m3u8
喜剧片-老爸当家,https://vip.dytt-film.com/20250226/9253_4e8eaf89/index.m3u8
爱情片-周日般的爱情,https://vip.dytt-film.com/20250226/9252_613690cd/index.m3u8
喜剧片-蜡笔总动员,https://vip.dytt-film.com/20250226/9251_a2ce8f17/index.m3u8
恐怖片-恐怖照相机,https://vip.dytt-film.com/20250226/9249_4c03f769/index.m3u8
剧情片-军犬麦克斯,https://vip.dytt-film.com/20250226/9248_2b296ab4/index.m3u8
剧情片-绝命海拔,https://vip.dytt-film.com/20250226/9247_20371daa/index.m3u8
爱情片-橘色奇迹2015,https://vip.dytt-film.com/20250226/9246_8511df98/index.m3u8
记录片-灾难时刻,https://vip.dytt-film.com/20250226/9245_d2319feb/index.m3u8
剧情片-姊妹情殇,https://vip.dytt-film.com/20250226/9244_5df0385c/index.m3u8
动作片-剿匪女侠樊梨花,https://vip.dytt-film.com/20250226/9242_a399f7f1/index.m3u8
动作片-僵局,https://vip.dytt-film.com/20250226/9241_30f607dc/index.m3u8
剧情片-坚强,https://vip.dytt-film.com/20250226/9239_5aa3405a/index.m3u8
喜剧片-嫁给我吧,https://vip.dytt-film.com/20250226/9238_c617ea96/index.m3u8
科幻片-火星地,https://vip.dytt-film.com/20250226/9234_59d9b46a/index.m3u8
喜剧片-婚礼在纽约,https://vip.dytt-film.com/20250226/9232_2a51262b/index.m3u8
动作片-回头是爱,https://vip.dytt-film.com/20250226/9231_bc2ba6bf/index.m3u8
喜剧片-欢乐对对碰,https://vip.dytt-film.com/20250226/9230_c879ec4d/index.m3u8
动作片-坏蛋必须死,https://vip.dytt-film.com/20250226/9229_471684d6/index.m3u8
爱情片-狐仙丽莎煞煞煞,https://vip.dytt-film.com/20250226/9228_1b387355/index.m3u8
喜剧片-相逢,https://vip.dytt-film.com/20250226/9227_5cb0e249/index.m3u8
爱情片-何以笙箫默,https://vip.dytt-film.com/20250226/9226_1d7c2aae/index.m3u8
动作片-荷兰杀手,https://vip.dytt-film.com/20250226/9225_b8a65506/index.m3u8
战争片-何去何从,https://vip.dytt-film.com/20250226/9224_671f0311/index.m3u8
喜剧片-喝彩！,https://vip.dytt-film.com/20250226/9223_e71ad22e/index.m3u8
剧情片-好汉花荣,https://vip.dytt-film.com/20250226/9222_497d0b20/index.m3u8
剧情片-憨爸,https://vip.dytt-film.com/20250226/9221_bc45ee46/index.m3u8
剧情片-海浪,https://vip.dytt-film.com/20250226/9220_e4d09d3f/index.m3u8
剧情片-海昆与梅莱克,https://vip.dytt-film.com/20250226/9219_71ddb91e/index.m3u8
爱情片-海岛之恋,https://vip.dytt-film.com/20250226/9218_e2a89271/index.m3u8
恐怖片-诡咒,https://vip.dytt-film.com/20250226/9217_f4db8537/index.m3u8
剧情片-诡梦凶铃,https://vip.dytt-film.com/20250226/9216_a5909bff/index.m3u8
剧情片-归乡,https://vip.dytt-film.com/20250226/9215_5a44a53b/index.m3u8
剧情片-挂帅,https://vip.dytt-film.com/20250226/9214_a18aa23e/index.m3u8
剧情片-股神2：绝处逢生,https://vip.dytt-film.com/20250226/9213_4c56392b/index.m3u8
剧情片-股神3之控庄者,https://vip.dytt-film.com/20250226/9212_8386fa11/index.m3u8
剧情片-古城69号院,https://vip.dytt-film.com/20250226/9211_bd622697/index.m3u8
动作片-孤狼,https://vip.dytt-film.com/20250226/9210_1457c0d6/index.m3u8
动作片-格式化少女,https://vip.dytt-film.com/20250226/9209_51594de1/index.m3u8
剧情片-钢琴，独奏,https://vip.dytt-film.com/20250226/9208_fc3dee15/index.m3u8
喜剧片-干涉,https://vip.dytt-film.com/20250226/9207_d26b10ca/index.m3u8
动作片-复仇者格林：战事再起,https://vip.dytt-film.com/20250226/9206_5118af07/index.m3u8
剧情片-附属美丽,https://vip.dytt-film.com/20250226/9205_d10f24cc/index.m3u8
剧情片-父女情,https://vip.dytt-film.com/20250226/9204_b0bb808a/index.m3u8
喜剧片-风口青春,https://vip.dytt-film.com/20250226/9203_d97d404b/index.m3u8
剧情片-非凡守护,https://vip.dytt-film.com/20250226/9202_89daa89c/index.m3u8
喜剧片-飞向蓝天,https://vip.dytt-film.com/20250226/9201_ebf99bb5/index.m3u8
爱情片-飞天窑女,https://vip.dytt-film.com/20250226/9200_4150d6a4/index.m3u8
动作片-反击,https://vip.dytt-film.com/20250226/9199_62456714/index.m3u8
动作片-还击,https://vip.dytt-film.com/20250226/9198_8ca696ca/index.m3u8
动作片-反黑行动组,https://vip.dytt-film.com/20250226/9197_a2790947/index.m3u8
恐怖片-反常,https://vip.dytt-film.com/20250226/9196_c8877cff/index.m3u8
喜剧片-翻脸2,https://vip.dytt-film.com/20250226/9195_25824988/index.m3u8
剧情片-法国制造,https://vip.dytt-film.com/20250226/9194_e2c9cd93/index.m3u8
恐怖片-恶灵之门,https://vip.dytt-film.com/20250226/9193_26178fc7/index.m3u8
恐怖片-躲藏,https://vip.dytt-film.com/20250226/9191_dfc7defa/index.m3u8
剧情片-夺命推理,https://vip.dytt-film.com/20250226/9190_4ef30115/index.m3u8
科幻片-夺命三头鲨,https://vip.dytt-film.com/20250226/9189_45f6a4a5/index.m3u8
剧情片-对风说爱你,https://vip.dytt-film.com/20250226/9188_b704ea2c/index.m3u8
记录片-杜卡勒的梦,https://vip.dytt-film.com/20250226/9187_a10463df/index.m3u8
爱情片-颠覆,https://vip.dytt-film.com/20250226/9186_d0379e4d/index.m3u8
动作片-盗墓迷城,https://vip.dytt-film.com/20250226/9185_51681a7c/index.m3u8
喜剧片-岛囧,https://vip.dytt-film.com/20250226/9184_642eaa34/index.m3u8
剧情片-当代孝子,https://vip.dytt-film.com/20250226/9183_6f0ca672/index.m3u8
喜剧片-大二神捕,https://vip.dytt-film.com/20250226/9182_3d57fe6d/index.m3u8
科幻片-大毒会,https://vip.dytt-film.com/20250226/9181_4d215ab7/index.m3u8
恐怖片-杜兰餐馆：黑色传奇,https://vip.dytt-film.com/20250226/9180_398410ec/index.m3u8
剧情片-初入江湖,https://vip.dytt-film.com/20250226/9179_f4666b1c/index.m3u8
剧情片-城中诡事,https://vip.dytt-film.com/20250226/9178_ebc03fa6/index.m3u8
剧情片-车场,https://vip.dytt-film.com/20250226/9177_04f19115/index.m3u8
动作片-超人1978,https://vip.dytt-film.com/20250226/9176_49228483/index.m3u8
科幻片-超级异能人,https://vip.dytt-film.com/20250226/9175_d563cb06/index.m3u8
剧情片-超级武神之龙行天下,https://vip.dytt-film.com/20250226/9174_3acb2a20/index.m3u8
剧情片-布勒斯特之女,https://vip.dytt-film.com/20250226/9173_2e09926f/index.m3u8
剧情片-不做路人甲,https://vip.dytt-film.com/20250226/9172_e05e2327/index.m3u8
剧情片-冰辙,https://vip.dytt-film.com/20250226/9171_9dc603ea/index.m3u8
喜剧片-边境威龙,https://vip.dytt-film.com/20250226/9170_f5bf2f80/index.m3u8
剧情片-生命的奇迹,https://vip.dytt-film.com/20250226/9169_39016cfe/index.m3u8
动作片-被劫持的爱情,https://vip.dytt-film.com/20250226/9168_af086cda/index.m3u8
喜剧片-北极星,https://vip.dytt-film.com/20250226/9167_b977b532/index.m3u8
剧情片-半人马,https://vip.dytt-film.com/20250226/9166_c0167d1c/index.m3u8
剧情片-半城,https://vip.dytt-film.com/20250226/9165_a6640ad0/index.m3u8
喜剧片-爸爸来了,https://vip.dytt-film.com/20250226/9164_92350dee/index.m3u8
剧情片-奥托·布鲁姆的一生,https://vip.dytt-film.com/20250226/9163_3d3103fc/index.m3u8
爱情片-那年1976,https://vip.dytt-film.com/20250226/9162_2191b602/index.m3u8
动作片-暗道,https://vip.dytt-film.com/20250226/9160_7867d655/index.m3u8
喜剧片-爱情与友谊,https://vip.dytt-film.com/20250226/9158_316282dd/index.m3u8
爱情片-爱情感冒,https://vip.dytt-film.com/20250226/9157_d6428eec/index.m3u8
喜剧片-爱的真相,https://vip.dytt-film.com/20250226/9156_16fa2b02/index.m3u8
剧情片-爱的教育,https://vip.dytt-film.com/20250226/9155_c3c617a9/index.m3u8
恐怖片-异能未来人,https://vip.dytt-film.com/20250226/9153_76908ab3/index.m3u8
剧情片-灵骑尉,https://vip.dytt-film.com/20250226/9152_db27a245/index.m3u8
剧情片-怪盗沙晶,https://vip.dytt-film.com/20250226/9151_b1b14f09/index.m3u8
剧情片-初三那年,https://vip.dytt-film.com/20250226/9150_30dd2217/index.m3u8
动作片-美国队长4,https://vip.dytt-film.com/20250225/9149_c292b3e9/index.m3u8
剧情片-妖术,https://vip.dytt-film.com/20250225/9147_16475e51/index.m3u8
战争片-验伤,https://vip.dytt-film.com/20250225/9146_ea33b4fd/index.m3u8
动作片-雪盲,https://vip.dytt-film.com/20250225/9145_ebef2239/index.m3u8
爱情片-为了她,https://vip.dytt-film.com/20250225/9143_d1d7015f/index.m3u8
喜剧片-完美陌生人,https://vip.dytt-film.com/20250225/9141_3677481d/index.m3u8
剧情片-隋朝来客,https://vip.dytt-film.com/20250225/9140_e36e62f8/index.m3u8
恐怖片-死寂逃亡（国语）,https://vip.dytt-film.com/20250225/9138_3850b1a2/index.m3u8
喜剧片-三角关系,https://vip.dytt-film.com/20250225/9137_ee3dd1c2/index.m3u8
动作片-全境封锁（国语）,https://vip.dytt-film.com/20250225/9135_bf65417d/index.m3u8
剧情片-女娲日记,https://vip.dytt-film.com/20250225/9133_5eb2a86c/index.m3u8
喜剧片-女汉子真爱公式,https://vip.dytt-film.com/20250225/9132_21186d7b/index.m3u8
恐怖片-女法医手记之来访者,https://vip.dytt-film.com/20250225/9131_5c945225/index.m3u8
喜剧片-牛奶配送员的奇幻人生,https://vip.dytt-film.com/20250225/9129_d5756748/index.m3u8
剧情片-逆时空少女,https://vip.dytt-film.com/20250225/9128_35ec2538/index.m3u8
爱情片-你是不是我的爱人,https://vip.dytt-film.com/20250225/9127_b0ced081/index.m3u8
动作片-脑残粉,https://vip.dytt-film.com/20250225/9125_f7f84297/index.m3u8
喜剧片-男二本色,https://vip.dytt-film.com/20250225/9124_83a368f5/index.m3u8
剧情片-那年夏天你去了哪里,https://vip.dytt-film.com/20250225/9123_f1f485b5/index.m3u8
喜剧片-那件疯狂的小事叫爱情,https://vip.dytt-film.com/20250225/9122_9fdef890/index.m3u8
动作片-牧师,https://vip.dytt-film.com/20250225/9121_94fee470/index.m3u8
剧情片-牧人与屠夫,https://vip.dytt-film.com/20250225/9120_eebe038e/index.m3u8
剧情片-法蒂玛,https://vip.dytt-film.com/20250225/9119_d921c3c7/index.m3u8
喜剧片-母女情深,https://vip.dytt-film.com/20250225/9118_661c1c09/index.m3u8
科幻片-末法王座之封印,https://vip.dytt-film.com/20250225/9116_6ce1861d/index.m3u8
科幻片-末法王座之影,https://vip.dytt-film.com/20250225/9117_21d58309/index.m3u8
动作片-魔游纪1：盘古之心,https://vip.dytt-film.com/20250225/9115_f9a325ee/index.m3u8
爱情片-明天也有好吃的饭,https://vip.dytt-film.com/20250225/9114_b4189d9d/index.m3u8
动作片-秘密特工,https://vip.dytt-film.com/20250225/9113_098930a1/index.m3u8
剧情片-梦之园,https://vip.dytt-film.com/20250225/9112_3187b170/index.m3u8
动作片-美国刺客,https://vip.dytt-film.com/20250225/9111_81d7118d/index.m3u8
剧情片-玛门契约之涩爱诡局,https://vip.dytt-film.com/20250225/9110_48cb136b/index.m3u8
剧情片-玛拉与盗火者,https://vip.dytt-film.com/20250225/9109_3c09bb10/index.m3u8
剧情片-流氓师姐,https://vip.dytt-film.com/20250225/9108_c22ad2b0/index.m3u8
恐怖片-另一街区,https://vip.dytt-film.com/20250225/9106_f52c3cbf/index.m3u8
恐怖片-灵臆事件,https://vip.dytt-film.com/20250225/9105_4cea2358/index.m3u8
剧情片-恋人们,https://vip.dytt-film.com/20250225/9104_2ed08286/index.m3u8
动作片-狼群行动,https://vip.dytt-film.com/20250225/9103_496bd335/index.m3u8
记录片-狼群2015,https://vip.dytt-film.com/20250225/9101_abceedf5/index.m3u8
恐怖片-恐怖游泳馆,https://vip.dytt-film.com/20250225/9100_fc1dc454/index.m3u8
动作片-空中世界二战,https://vip.dytt-film.com/20250225/9098_9f03268e/index.m3u8
喜剧片-坑爹游戏,https://vip.dytt-film.com/20250225/9097_375abb16/index.m3u8
恐怖片-救僵清道夫,https://vip.dytt-film.com/20250225/9094_9aa70957/index.m3u8
喜剧片-敬畏,https://vip.dytt-film.com/20250225/9093_7beadac5/index.m3u8
恐怖片-惊魂电影院,https://vip.dytt-film.com/20250225/9092_efe34c4e/index.m3u8
喜剧片-鲛珠传,https://vip.dytt-film.com/20250225/9091_0a7d7a81/index.m3u8
喜剧片-焦点,https://vip.dytt-film.com/20250225/9090_38f62917/index.m3u8
喜剧片-将错就错,https://vip.dytt-film.com/20250225/9089_28b805f5/index.m3u8
剧情片-见习警员白忆男之初来乍到,https://vip.dytt-film.com/20250225/9088_3fefa7be/index.m3u8
